image_path,boat_model,photo_type,boat_type
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/74d99c634f3f.jpg,OTAM 80 HT,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/e80aa29076e5.jpg,OTAM 80 HT,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/98bd2b9708f1.jpg,OTAM 80 HT,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/566a7d4238e8.jpg,OTAM 80 HT,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/d85ecdd95308.jpg,OTAM 80 HT,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/87f731ec413d.jpg,OTAM 80 HT,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/962b8e1879fc.jpg,OTAM 80 HT,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/75af29afeb6b.jpg,OTAM 80 HT,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/fb95fcd5e29b.jpg,OTAM 80 HT,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/1227b8458b72.jpg,OTAM 80 HT,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/273bbe50b3af.jpg,OTAM 80 HT,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/ae0a9f66fb17.jpg,OTAM 80 HT,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/2c63a9b3ce59.jpg,OTAM 80 HT,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/e69e91fbb624.jpg,OTAM 80 HT,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/469f17cac871.jpg,OTAM 80 HT,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/8202ea7ea7a2.jpg,OTAM 80 HT,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/efe97121ebb6.jpg,OTAM 80 HT,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/6a2cc9d22b63.jpg,OTAM 80 HT,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/OTAM 80 HT/fcccc6eff686.jpg,OTAM 80 HT,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/d24e90286733.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/f2612303e5c4.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/600453e0c7b4.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/33f10229d5e8.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/d9bd9a80b410.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/6c08955cf8e1.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/adc916de9dd1.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/fca8800f1d60.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/6df8ce9363be.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/70345c2b4a1e.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/7d0290f01b9b.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/ba080f4a0201.jpg,Greenline 45 Coupe,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/86adbd1f3fcc.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/13ab39006330.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/01891de8df5c.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/8840b4eedd2b.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/31c32c123688.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/da9bd3c8466d.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/43ad59b5a176.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/ff38b8938e51.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/814a17804f34.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/6656b45bb85d.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/1b4dbe926d0c.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/d44878cccd5c.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/a6cd25ac7a8a.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/a86f1e08f7c2.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/4ade672ddc78.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/3124cd672427.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/9085e9f0bc32.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/fd50b925f14d.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/87d461c25d2f.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/71f5128f124e.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/5d575d32c088.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/c2501d8248d6.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/151535b3b98f.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/27483e47016c.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/92184a5d8dfd.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/b0fd9b7fa0bc.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/78e682fbdf8f.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/2ed7ecbd5b28.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/4cda9fd0245b.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/46d391d297bc.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/a52a5204a044.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/578a416dd4b5.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/0e0dfc3f0852.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/fd4f84cbdad6.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/33525caa2ecd.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/7629f023aa5e.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/4947dbb4405a.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/b9b175669708.jpg,Greenline 45 Coupe,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/2e65125da7ca.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/d3a89d9cfec2.jpg,Greenline 45 Coupe,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/6ad310094e81.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/765f6e694736.jpg,Greenline 45 Coupe,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/d3ef2cb105f5.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Greenline 45 Coupe/6a50384c98a9.jpg,Greenline 45 Coupe,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/287a759f8458.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/02471d94252f.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/fdd163893033.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/519debb25970.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/91d947162adf.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/5efe147f93ee.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/bf3c94d7a3c6.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/8caa1c2bd856.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/f81e6a950352.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/26ed34cb9c67.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/76dbc9da14dc.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/ac2229282ab2.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/9db11d5840a0.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/8de9eb712d55.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/a1fb2706e9b7.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/d3a1aeebc93f.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/1b7156ba19fd.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/c3072b656557.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/594e204e5b0d.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/3b075b5d39b2.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/5ee647f29a75.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/5958da50f5c9.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/9f138c6e1e89.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/371e8294d393.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/c7472d3304e7.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/228b980b6318.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/694b788220c1.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/d6a8231eecb7.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/f3262cddb476.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/23f32c97e309.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/0ad5cbe77f08.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/d034575ec32e.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/2debc6c854f6.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/9c9ea4342b93.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/ce95799b8fa0.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/45195e8c42c4.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/820fd8ca75d7.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/983cc3d1457c.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/33ce3a588393.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/8d222a04b029.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/41968669bef8.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/a3d16876305d.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/4ae645c68451.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/daa9aa2eb5de.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/ef4fcca80ca8.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/e1cdb48d94d1.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/145eb8b07134.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/c91154ba1eaa.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/aca6d2028066.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/14b137ec94cf.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/f309770ad9ee.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/eb79ddb92aa0.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/b1d284301ee2.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/e6d5c7cede82.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/4b74fd640558.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/7bcdc645b72c.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/3b368a98b64d.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/b7ed2312445f.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/f584faad2770.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/1a987e357ff8.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/a32114c1233a.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/18f2b2077e5b.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/6ee93f1b4f95.jpg,Sanlorenzo SX76,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/d03a4d117b8b.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/f92340e39a1e.jpg,Sanlorenzo SX76,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/fc7b6ab6d4ea.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/b3e96f8dcfbb.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Sanlorenzo SX76/6a45723a6b5a.jpg,Sanlorenzo SX76,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/36cd9a23ca6a.jpg,Wider 150,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/a286a804518e.jpg,Wider 150,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/a1848b9b1c94.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/5a3d9da321ad.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/33285dda4a24.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/784e8a785556.jpg,Wider 150,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/296c55d076d2.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/10af09d758cb.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/99920c6ab1b7.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/d038a8e8e1db.jpg,Wider 150,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/313b2e777188.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/32c449d6ab84.jpg,Wider 150,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/957f481e2308.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/fdfb96015fc0.jpg,Wider 150,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/5d8a8f60500e.jpg,Wider 150,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/41beb4ece718.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/5583567f06a2.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/1af33c8dbd48.jpg,Wider 150,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/d477877846f2.jpg,Wider 150,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/b0dc696dbcab.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/76dc3cf2e45f.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/be4c59d8f3eb.jpg,Wider 150,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/ebbfabfbfe57.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/28f21d7cb6d2.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/c84b9c12c7e4.jpg,Wider 150,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/ec31e7060672.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/cd21f05f97d8.jpg,Wider 150,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/98b62e809be2.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/b528a4926d68.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/b52c466d9a67.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/79a59aacb3c1.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/882d3a548a4a.jpg,Wider 150,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/ac22d72bf538.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/dffcbf74137e.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/1b0e73e47f3d.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/8997fad546bb.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/87bf13c32898.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/3537bfc6674e.jpg,Wider 150,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/9c60791e7107.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/adab62c7e3ed.jpg,Wider 150,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/408a3c5a36a5.jpg,Wider 150,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/52f3272f77b8.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/fdbf69de7d3d.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/273bff77dac6.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/7ae7916fcd3d.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/b714f503e342.jpg,Wider 150,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/98b90735d8ca.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/6cb1ee8a14fb.jpg,Wider 150,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/013a7e392b6b.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/462eb97b813d.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/c2ab29fd2b26.jpg,Wider 150,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Wider 150/9bef4f09a5ac.jpg,Wider 150,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Ferretti 1000/7b9e741e3913.jpg,Ferretti 1000,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Ferretti 1000/03ad422d0b6b.jpg,Ferretti 1000,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Ferretti 1000/e0366d6ef5ff.jpg,Ferretti 1000,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Ferretti 1000/ecd746d0d023.jpg,Ferretti 1000,in,motor
